site,year,siteyear,rainfall,mgmt,plot,bloc,Ptrt,Inoc,Cv,order,enduse,Zadok1,SPAD1,SRints1,SRsev1,height,tiller,Zadok2,SRints2,SRsev2,SPAD2,tstwt,HI,yieldKG,yieldBU,tkw,myco,Protein,Moisture,Hardness,Starch,SDS,oldWSC,WSC,W,Cu,Fe,Mn,Zn,Cu_adj,Fe_adj,Mn_adj,Zn_adj,PT1,PT2,PT3,Pseeds,PT2adj,PT3adj,PSEEDSadj,P_uptake,Pfinal,Padj_final
Colfax,2010,Colfax2010,high,No-till,51,3,high,none,WALWORTH,51,hard,3.9,42.1,5,20,87,640,6.5,8,30,43.4,57.55,,2331.24,36.06,27.8,,13.62,11.78,81.3,54.16,133.7,272.8571937,292.5734097,247.7,2.91,47.54,48.84,17.13,2.91,47.54,48.84,17.13,2505.9,2345.14,162.39,3173.27,8927.58,618.21,7397.66,0.9229,3335.66,8015.87
Colfax,2010,Colfax2010,high,No-till,52,3,high,none,OTIS,52,hard,3.2,46.8,2,10,96,344,5.9,5,20,51.8,58.73,,1955.99,29.65,27.3,,11.86,11.12,28.91,55.78,200.5,166.5077422,269.4604911,90.52,2.883,44.36,58.18,14.85,2.883,44.36,58.18,14.85,3688.84,2595.79,246.91,3207.25,8124.25,772.78,6273.34,0.8903,3454.16,7046.12
Colfax,2010,Colfax2010,high,No-till,53,3,high,none,BlancaG,53,hard,4.5,46.7,2,2,82,396,6,8,15,44.8,60.97,,2730.93,39.88,31.9,,11.37,11.65,71.17,56.75,208.2,243.2782017,273.9586909,180.2,2.985,42.98,58.8,17.79,2.985,42.98,58.8,17.79,2967.28,2462.95,185.6,3469.15,8148.12,614,9474,0.9391,3654.75,10088
Colfax,2010,Colfax2010,high,No-till,54,3,high,none,LOUISE,54,soft,3.9,44.5,2,2,89,376,5.9,5,20,41.5,59.23,,2741.74,41.21,37.6,,9.62,11.22,24.86,57.7,134.7,293.8106757,356.3956659,24.71,2.687,38.79,48.15,14.58,2.687,38.79,48.15,14.58,3198.21,2370.36,194.88,2944.05,8650.04,711.19,8071.81,0.919,3138.93,8783
Colfax,2010,Colfax2010,high,No-till,55,3,high,none,ALPOWA,55,soft,3.2,46.8,2,2,82,568,5.7,8,15,43.3,58.81,,2666.36,40.36,30.3,,10.8,11.27,26.12,56.9,182.7,459.261202,375.3723322,72.79,2.867,42.25,42.3,16.5,2.867,42.25,42.3,16.5,3449.64,2108.75,260.13,2838.37,7474.67,922.05,7568.12,0.8914,3098.5,8490.17
Colfax,2010,Colfax2010,high,No-till,56,3,high,myco,WALWORTH,60,hard,3.9,44.7,5,20,93,696,6.7,8,30,43.1,57.04,,1970.2,30.75,26,,13.52,11.69,80.57,54.15,132,134.8994825,190.8411656,246,2.721,45.37,50.11,18.36,2.721,45.37,50.11,18.36,2778.38,2259.6,170.64,3097.6,7269.74,548.99,6102.88,0.9175,3268.24,6651.87
Colfax,2010,Colfax2010,high,No-till,57,3,high,myco,ALPOWA,56,soft,3.2,41.4,2,2,83,448,5.7,5,5,41.2,59.27,,2654.16,39.86,31.8,,10.21,11.31,24.93,57.13,158.8,326.9070968,410.4495462,48.8,2.983,38.85,38.51,16.49,2.983,38.85,38.51,16.49,3305.73,2409.31,175.46,2840.54,8500.94,619.09,7539.25,0.9241,3016,8158.34
Colfax,2010,Colfax2010,high,No-till,58,3,high,myco,LOUISE,57,soft,3.9,44.8,2,5,86,352,6.5,5,20,47.8,58.27,,2725.98,41.65,34.9,,9.97,11.18,24.22,56.88,144.2,261.311527,357.0308846,34.26,2.89,40.53,51.54,17.49,2.89,40.53,51.54,17.49,3361.35,2549.08,155.61,2977.94,9248.81,564.61,8117.81,0.935,3133.55,8682.42
Colfax,2010,Colfax2010,high,No-till,59,3,high,myco,BlancaG,58,hard,4.5,46.4,2,10,81,448,5.9,8,15,46.9,60.74,,3024.95,44.33,31.6,,10.5,11.76,75.04,57.92,189.6,213.3475901,256.0406664,161.6,2.912,43.95,66.55,18.11,2.912,43.95,66.55,18.11,3482.14,2460.24,189.36,3246.03,9015.45,693.9,9819.1,0.934,3435.39,10513
Colfax,2010,Colfax2010,high,No-till,60,3,high,myco,OTIS,59,hard,3.2,42.6,2,10,86,456,5.9,5,15,48.6,58.8,,2172.32,32.89,26.8,,11.07,11.15,35.63,56.67,182.5,175.2740837,235.4176249,72.57,2.832,44.88,58.25,17.99,2.832,44.88,58.25,17.99,3395.24,2501.59,216.84,3496.5,8695.38,753.71,7595.51,0.9097,3713.34,8349.22
Colfax,2010,Colfax2010,high,No-till,61,4,low,myco,LOUISE,61,soft,3.2,43.2,2,2,91,516,6.5,5,15,40.8,57.33,,2649.24,41.13,33.4,,10.89,11.18,30.72,55.97,175.8,242.0949025,255.0416224,65.86,2.856,38.83,48.5,16.08,2.856,38.83,48.5,16.08,3325.57,2383.62,172.33,3007.09,8404.99,607.67,7966.5,0.9291,3179.42,8574.17
Colfax,2010,Colfax2010,high,No-till,62,4,low,myco,BlancaG,62,hard,4.5,44,2,5,85,408,6.1,5,15,44,61.6,,2879.9,41.62,33.1,,10.71,11.62,68.29,57.73,190.1,156.2095969,210.6266625,162.1,2.933,41.56,62.47,18.15,2.933,41.56,62.47,18.15,3269.36,2636.64,119.24,3472.07,9198.55,416.01,9999.2,0.9601,3591.31,10415.21
Colfax,2010,Colfax2010,high,No-till,63,4,low,myco,WALWORTH,63,hard,3.2,39.3,2,10,92,628,6.5,8,20,38.7,58.8,,2470.42,37.4,28.8,,11.64,11.63,77.71,56.54,76.7,237.3851709,250.024078,190.6,3.033,41.72,52.04,19.04,3.033,41.72,52.04,19.04,2610.58,2109.42,136.65,3462.18,8509.66,551.24,8553.04,0.9395,3598.83,9104.28
Colfax,2010,Colfax2010,high,No-till,64,4,low,myco,OTIS,64,hard,3.2,42.9,2,2,90,428,6.7,8,15,42.4,58.33,,2245.6,34.27,26.7,,11.8,11.07,38.77,56.08,205.7,234.1515488,242.9278017,95.79,3.464,49.45,57.49,20.9,3.464,49.45,57.49,20.9,3129.03,2367.46,160.02,3366.59,8506.72,574.97,7560,0.9293,3526.61,8134.97
Colfax,2010,Colfax2010,high,No-till,65,4,low,myco,ALPOWA,65,soft,3.2,40.3,2,2,84,480,5.9,5,10,45,59.88,,2240.24,33.31,31.3,,10.18,11.28,26.72,56.79,159.3,218.1351311,315.959357,49.38,3.26,42.05,36.39,17.11,3.26,42.05,36.39,17.11,2900.38,2266.56,130.65,2709.12,6750.07,389.09,6069.07,0.9398,2839.77,6458.16
Colfax,2010,Colfax2010,high,No-till,66,4,low,none,WALWORTH,68,hard,3.2,39.6,2,2,89,656,6.5,8,30,38.5,58.16,,2426.6,37.14,26.3,,12.37,11.52,79.63,55.4,96.1,207.6549315,208.7807367,210,2.805,47.27,55.24,17.79,2.805,47.27,55.24,17.79,2903.09,2307.1,150.23,3484.85,9141.98,595.29,8456.32,0.9342,3635.08,9051.61
Colfax,2010,Colfax2010,high,No-till,67,4,low,none,OTIS,67,hard,3.2,42.3,5,15,93,392,5.7,5,10,38.1,58.95,,2085.46,31.49,27.8,,11.47,10.9,38.23,56.25,195,111.4583828,207.9911569,85.01,3.383,49.36,56.24,18.76,3.383,49.36,56.24,18.76,3406.82,2358.26,306.26,3291.37,7869.39,1021.96,6864.02,0.8704,3597.63,7885.98
Colfax,2010,Colfax2010,high,No-till,68,4,low,none,LOUISE,70,soft,3.2,42.8,2,2,96,404,6,5,10,38.8,57.37,,3190.47,49.51,35.2,,8.99,11.05,18.5,58.01,119.2,358.3184231,364.1474733,9.25,3.303,40.43,48.88,18.76,3.303,40.43,48.88,18.76,3262.42,2621.3,94.33,3058.81,11131.44,400.57,9759.04,0.9606,3153.14,10159.61
Colfax,2010,Colfax2010,high,No-till,69,4,low,none,ALPOWA,66,soft,3.2,38.1,2,2,84,540,5.9,5,15,43.4,58.71,,2818.79,42.74,30.5,,10.44,11.2,30.09,56.4,164.7,363.776755,338.7619603,54.7,3.287,42.51,39.08,19,3.287,42.51,39.08,19,3213.52,2287.44,210.53,3007.24,8571.55,788.91,8476.79,0.9149,3217.77,9265.7
Colfax,2010,Colfax2010,high,No-till,70,4,low,none,BlancaG,69,hard,4.5,46.7,5,10,80,400,5.9,8,15,44.8,61.25,,3174.33,46.14,33.6,,10.67,11.66,72.83,57.95,192.5,115.4840118,202.2829418,164.5,2.971,44.11,63.68,16.79,2.971,44.11,63.68,16.79,3299.55,2667.98,353.52,3507.52,10259.48,1359.42,11134.03,0.8912,3861.04,12493.45
Colfax,2010,Colfax2010,high,No-till,71,4,high,none,OTIS,71,hard,3.2,44.1,5,15,91,380,6.5,5,15,37.7,59.8,,1971,29.34,27.9,,9.94,10.9,36.09,57.83,145.7,242.4541231,332.1872547,35.75,2.887,41.26,53.83,18.99,2.887,41.26,53.83,18.99,3367.55,2587.79,239.69,3444.5,8161.41,755.95,6789.12,0.8998,3684.19,7545.07
Colfax,2010,Colfax2010,high,No-till,72,4,high,none,WALWORTH,72,hard,3.9,39.6,5,30,87,620,6.9,8,20,36.5,58.36,,2324.96,35.47,26.7,,12.14,11.48,80.09,55.98,90.4,227.0572542,241.6610957,204.3,2.795,44.49,54.44,20.53,2.795,44.49,54.44,20.53,3195.74,2428.95,235.15,3580.33,9221.72,892.75,8324.14,0.9031,3815.48,9216.89
Colfax,2010,Colfax2010,high,No-till,73,4,high,none,LOUISE,73,soft,3.2,46.2,2,5,88,436,6.2,8,15,44.2,56.91,,2458.85,38.46,31,,10.38,11.19,34.26,56.49,164.7,240.1145099,276.0552799,54.77,2.557,44.56,63,18.76,2.557,44.56,63,18.76,3389.36,2463.04,192.6,3680.06,8060.88,630.32,9048.74,0.9349,3872.66,9679.06
Colfax,2010,Colfax2010,high,No-till,74,4,high,none,BlancaG,74,hard,3.7,42.7,2,5,80,344,6,8,20,41.2,60.51,,2378.02,34.98,32.5,,12.28,11.92,72.81,55.65,241.8,167.5384675,191.2594878,213.8,3.072,45.01,61.24,17.05,3.072,45.01,61.24,17.05,3296.4,2499.31,192.77,3439.32,7199.89,555.33,8178.77,0.9364,3632.09,8734.1
Colfax,2010,Colfax2010,high,No-till,75,4,high,none,ALPOWA,75,soft,3.1,39.2,2,2,82,516,5.8,8,20,40,58.95,,2653.76,40.07,29.1,,10.2,11.32,28.22,57.17,165.1,229.6694031,264.0974615,55.12,3.029,42.09,39.43,17.3,3.029,42.09,39.43,17.3,3163.43,2223.13,463.65,2938.94,7842.84,1635.68,7799.24,0.8266,3402.59,9434.92
Colfax,2010,Colfax2010,high,No-till,76,4,high,myco,LOUISE,78,soft,3.2,42.9,2,2,89,520,6.5,8,15,44.8,56.29,,2429.97,38.43,29.2,,10.67,11.13,33.09,56.22,166.7,242.5323969,373.4987082,56.79,2.614,53.56,57.14,16.48,2.614,53.56,57.14,16.48,3169.92,2457.93,490.82,3188.42,7949.67,1587.46,7747.74,0.8299,3679.24,9335.2
Colfax,2010,Colfax2010,high,No-till,77,4,high,myco,BlancaG,77,hard,4.5,51.8,2,5,80,348,5.9,8,15,47.4,60.89,,2430.31,35.53,31.1,,10.91,11.83,69.68,57.37,198.8,316.0660923,284.853515,170.8,2.994,40.6,52.99,16.02,2.994,40.6,52.99,16.02,3327.87,2480.39,72.63,3148.73,7302.53,213.82,7652.39,0.9728,3221.36,7866.21
Colfax,2010,Colfax2010,high,No-till,78,4,high,myco,OTIS,80,hard,3.2,40.2,5,20,97,408,6.5,5,20,46.1,59.17,,2447.86,36.83,27.8,,10.67,11.08,33.48,57.43,165.7,339.223735,257.3546583,55.71,3.053,41.95,56.19,17.4,3.053,41.95,56.19,17.4,3340.98,2421.35,371.19,3426.53,9484.01,1453.88,8387.65,0.8523,3797.72,9841.53
Colfax,2010,Colfax2010,high,No-till,79,4,high,myco,ALPOWA,76,soft,3.1,40,2,5,84,576,5.9,8,15,45.6,57.94,,2646.3,40.66,29.6,,10.88,11.39,26.72,56.37,183.2,297.1648812,282.2269607,73.23,2.817,42.02,41.63,17.53,2.817,42.02,41.63,17.53,3003.66,2399.74,231.12,2955.69,8442.09,813.05,7821.63,0.9058,3186.81,8634.68
Colfax,2010,Colfax2010,high,No-till,80,4,high,myco,WALWORTH,79,hard,3.9,44.9,2,15,90,492,6.7,8,20,40,57.1,,2503.96,39.03,25.1,,13.2,11.47,78.8,54.18,115.8,226.4830108,208.1282644,229.8,2.655,48.16,55.49,17.51,2.655,48.16,55.49,17.51,2936.19,2306.95,208.94,3382.09,9432.83,854.33,8468.61,0.9084,3591.03,9322.94
Lind,2009,Lind2009,low,conventional,1,1,high,myco,OTIS,1,hard,,,,,49,,,,,,61.85,0.384615385,1144.03,16.48,35.1,37.5,14.31,,,,9.9,402.6744357,396.3196374,,6.109,46.43,28.04,16.23,6.109,46.43,28.04,16.23,4370.59,968.31,387.03,3102.75,1230.78,491.94,3549.63,0.8783,3489.78,4041.57
Lind,2009,Lind2009,low,conventional,2,1,high,myco,ALPOWA,2,soft,,,,,48.7,240,,,,,61.22,0.375,1273.77,18.54,32.2,30,12.74,,,,9.9,522.0304483,453.2696825,,4.723,27.18,21.54,14.25,4.723,27.18,21.54,14.25,4454.72,658.84,104.27,2481.98,932.4,147.57,3161.49,0.9554,2586.25,3309.06
Lind,2009,Lind2009,low,conventional,3,1,high,myco,BlancaG,3,hard,,,,,40.3,192,,,,,61.34,0.444444444,1025.71,14.9,37.6,35.71428571,14.73,,,,13.1,348.6918402,181.8261066,,5.993,46.84,28.24,18.27,5.993,46.84,28.24,18.27,4442.29,544.25,328.1,3083.01,620.23,373.9,3162.28,0.8943,3411.11,3536.18
Lind,2009,Lind2009,low,conventional,4,1,high,myco,WALWORTH,4,hard,,,,,45.7,360,,,,,60.58,0.384615385,1025.56,15.08,30.8,15.38461538,16.32,,,,12.5,526.5126093,438.4913956,,5.693,36.48,28.36,22.14,5.693,36.48,28.36,22.14,3481.49,634.76,262.21,3296.44,723.27,298.77,3380.7,0.9188,3558.65,3679.47
Lind,2009,Lind2009,low,conventional,5,1,high,myco,LOUISE,5,soft,,,,,59,216,,,,,61.72,0.480769231,921.83,13.31,40.1,14.28571429,12.02,,,,9.6,286.897857,250.5454088,,4.482,34.2,23.83,15.14,4.482,34.2,23.83,15.14,4146.41,964.73,178.79,2434.1,988.06,183.11,2243.82,0.9245,2612.89,2426.93
Lind,2009,Lind2009,low,conventional,6,1,high,none,WALWORTH,17,hard,,,,,47.3,340,,,,,60.2,0.387096774,1027.79,15.21,32.5,6.12244898,16.46,,,,13.7,283.9690729,266.3390143,,5.695,40.64,29.87,23.29,5.695,40.64,29.87,23.29,3021.03,812.1,162.96,3015.72,927.35,186.09,3099.53,0.9434,3178.68,3285.62
Lind,2009,Lind2009,low,conventional,7,1,high,none,BlancaG,18,hard,,,,,43,220,,,,,61.22,0.5,1073.89,15.63,38.4,5.555555556,14.42,,,,13.4,64.1900367,48.84607889,,6.056,29.69,24.22,17.07,6.056,29.69,24.22,17.07,4026.86,394.86,190.42,2877.02,471.12,227.2,3089.6,0.9315,3067.44,3316.8
Lind,2009,Lind2009,low,conventional,8,1,high,none,LOUISE,16,soft,,,,,56.3,228,,,,,61.22,0.5,1518.83,22.1,38.1,,11.7,,,,9.3,421.9185574,399.9022796,,4.56,29.34,22.69,15.58,4.56,29.34,22.69,15.58,3861.86,524.35,128.74,2582.84,884.84,217.24,3922.89,0.9475,2711.58,4140.13
Lind,2009,Lind2009,low,conventional,9,1,high,none,OTIS,20,hard,,,,,58.7,208,,,,,62.1,0.473684211,1443.42,20.71,36.1,19.23076923,13.74,,,,9.6,256.482108,263.7863481,,5.093,42.82,35.41,14.49,5.093,42.82,35.41,14.49,4263.99,858.62,134.02,2570.11,1376.96,214.93,3709.75,0.9452,2704.13,3924.68
Lind,2009,Lind2009,low,conventional,10,1,high,none,ALPOWA,19,soft,,,,,47,256,,,,,62.1,0.409090909,1333.13,19.13,34.8,36,12.64,,,,10.2,467.7497019,444.2479373,,4.034,31.02,22.73,14.61,4.034,31.02,22.73,14.61,4055.62,524.97,181.73,2289.38,777.56,269.18,3052.05,0.919,2471.11,3321.23
Lind,2009,Lind2009,low,conventional,11,1,low,none,OTIS,41,hard,,,,,62,236,,,,,61.34,0.407407407,1456.75,21.16,34.9,17.30769231,14.62,,,,10.5,267.5023674,404.6633107,,6.046,46.25,32.44,20.38,6.046,46.25,32.44,20.38,3868.42,677.78,254.86,2448.15,811.41,305.11,2637.92,0.8963,2703.01,2943.03
Lind,2009,Lind2009,low,conventional,12,1,low,none,BlancaG,42,hard,,,,,40,212,,,,,60.71,0.516129032,1077.52,15.81,37.5,8.695652174,14.47,,,,11.9,186.0598172,139.3364229,,6.302,41.98,23.86,22.87,6.302,41.98,23.86,22.87,3623.78,555.02,164.97,2812.21,898.3,267.01,4096.69,0.9388,2977.18,4363.7
Lind,2009,Lind2009,low,conventional,13,1,low,none,WALWORTH,43,hard,,,,,45.3,276,,,,,59.7,0.384615385,876.74,13.09,31.3,3.571428571,16.48,,,,13.4,415.7756352,384.7210023,,5.528,44.31,27.95,25.55,5.528,44.31,27.95,25.55,3612.95,872.6,264.75,2840.14,849.99,257.89,2490.05,0.9062,3104.89,2747.94
Lind,2009,Lind2009,low,conventional,14,1,low,none,ALPOWA,44,soft,,,,,43.7,248,,,,,61.22,0.5,1009.57,14.69,33.8,44.89795918,12.96,,,,11.3,343.5707081,431.8488644,,4.073,33.55,22.66,19.72,4.073,33.55,22.66,19.72,3733.8,902.31,161.41,2698.59,1012.09,181.05,2724.42,0.9377,2860,2905.47
Lind,2009,Lind2009,low,conventional,15,1,low,none,LOUISE,45,soft,,,,,52,172,,,,,60.08,0.530612245,1151.13,17.07,38.4,15.38461538,12.26,,,,9,433.4138757,367.4419372,,4.37,35.24,22.06,17.94,4.37,35.24,22.06,17.94,3886.49,619.58,132.19,2256.19,792.41,169.07,2597.15,0.9389,2388.38,2766.22
Lind,2009,Lind2009,low,conventional,16,1,low,myco,BlancaG,60,hard,,,,,48.3,240,,,,,60.33,0.488888889,1057.04,15.61,38.2,16,14.26,,,,13.1,141.2700991,147.1997619,,6.112,43.59,29.36,19.79,6.112,43.59,29.36,19.79,3776.12,463.06,290.2,2678.7,543.83,340.82,2831.48,0.8926,2968.9,3172.3
Lind,2009,Lind2009,low,conventional,17,1,low,myco,LOUISE,56,soft,,,,,53.7,212,,,,,60.84,0.5,1084.35,15.88,37.7,21.05263158,11.63,,,,8.7,325.1335603,325.0745519,,4.464,37.48,27.84,18.15,4.464,37.48,27.84,18.15,3457.52,888.5,285.25,2524.17,1070.42,343.65,2737.08,0.8885,2809.42,3080.73
Lind,2009,Lind2009,low,conventional,18,1,low,myco,WALWORTH,58,hard,,,,,49.3,296,,,,,60.2,0.484848485,981.31,14.52,30.9,21.05263158,16.2,,,,11.9,359.8035766,359.1717622,,5.448,45.16,31.53,22.64,5.448,45.16,31.53,22.64,3093.69,482.07,224.02,2859.6,525.59,244.24,2806.15,0.9199,3083.62,3050.39
Lind,2009,Lind2009,low,conventional,19,1,low,myco,OTIS,59,hard,,,,,60.7,268,,,,,61.47,0.380952381,1611.46,23.36,36.6,30.35714286,14.53,,,,11.3,234.5973577,254.175526,,6.487,39.88,32.87,17.98,6.487,39.88,32.87,17.98,3422.1,976.64,184.5,2466.59,1748.57,330.33,3974.8,0.9233,2651.09,4305.13
Lind,2009,Lind2009,low,conventional,20,1,low,myco,ALPOWA,57,soft,,,,,51,204,,,,,60.96,0.464285714,946.08,13.83,34.3,22,12.68,,,,10.2,324.6679439,316.3649787,,4.034,38.4,24.05,19.78,4.034,38.4,24.05,19.78,3551.02,969.57,244.85,2747.38,1019.15,257.37,2599.25,0.9099,2992.23,2856.62
Lind,2009,Lind2009,low,conventional,21,1,high,myco,BlancaG,21,hard,,,,,43.3,184,,,,,60.46,0.545454546,1149.36,16.94,36.2,14,13.24,,,,13.1,332.4494393,227.6668228,,4.463,38.25,25.19,14.87,4.463,38.25,25.19,14.87,4469.09,396.96,169.13,2278.27,506.91,215.98,2618.55,0.9238,2447.4,2834.53
Lind,2009,Lind2009,low,conventional,22,1,high,myco,LOUISE,22,soft,,,,,57.3,232,,,,,60.46,0.483870968,1889.14,27.84,41.6,13.04347826,11.6,,,,9.3,583.1185385,595.4921764,,4.016,33.43,24.88,14.74,4.016,33.43,24.88,14.74,4222.11,367.76,123.34,2107.59,771.9,258.88,3981.54,0.9389,2230.93,4240.42
Lind,2009,Lind2009,low,conventional,23,1,high,myco,WALWORTH,23,hard,,,,,45.3,352,,,,,60.46,0.476190476,1010.67,14.89,31.5,30,16.48,,,,13.7,389.0036828,372.2452342,,5.378,43.92,34.74,22.43,5.378,43.92,34.74,22.43,4105.75,802.75,208.3,2987.06,901.4,233.9,3018.92,0.9281,3195.36,3252.82
Lind,2009,Lind2009,low,conventional,24,1,high,myco,OTIS,24,hard,,,,,55.3,176,,,,,62.36,0.5,1362.16,19.46,35.1,10,14.73,,,,10.5,230.9707657,291.8442716,,6.546,44.36,37.2,19.5,6.546,44.36,37.2,19.5,4261.83,781.95,248.6,2806.27,1183.42,376.24,3822.6,0.9104,3054.87,4198.84
Lind,2009,Lind2009,low,conventional,25,1,high,myco,ALPOWA,25,soft,,,,,53,280,,,,,61.47,0.481481482,1164.84,16.88,36.3,63.46153846,12.93,,,,8.7,394.2865087,446.5681086,,4.48,36.24,25.4,18.6,4.48,36.24,25.4,18.6,4053.06,498.79,252.07,2530.2,645.53,326.23,2947.28,0.9003,2782.27,3273.51
Lind,2009,Lind2009,low,conventional,26,1,high,none,ALPOWA,36,soft,,,,,46,200,,,,,60.84,0.611111111,1040.58,15.24,35.8,4,12.94,,,,9.9,476.1838802,447.8574168,,4.007,38.2,24.26,16.9,4.007,38.2,24.26,16.9,4358.7,355.48,170.44,2461.78,410.98,197.05,2561.68,0.9286,2632.22,2758.73
Lind,2009,Lind2009,low,conventional,27,1,high,none,LOUISE,39,soft,,,,,61.3,208,,,,,61.22,0.5,1783.94,25.96,42.2,11.11111111,11.94,,,,9.6,244.7951599,184.3997203,,3.846,36.15,24.98,14.34,3.846,36.15,24.98,14.34,3598.74,396.22,134.9,1888.39,785.32,267.38,3368.77,0.9265,2023.29,3636.15
Lind,2009,Lind2009,low,conventional,28,1,high,none,BlancaG,40,hard,,,,,46.3,144,,,,,60.58,0.512820513,1072.26,15.77,36.3,4.166666667,13.33,,,,13.1,109.4848943,47.27407584,,4.866,41.08,29.42,17,4.866,41.08,29.42,17,5273.28,307.04,222.29,2396.91,365.78,264.81,2570.11,0.9066,2619.2,2834.92
Lind,2009,Lind2009,low,conventional,29,1,high,none,OTIS,37,hard,,,,,59.3,148,,,,,61.47,0.454545455,1305.24,18.92,36.6,4,14.44,,,,11.6,338.2022296,357.6638688,,6.1,44.03,41.95,18.72,6.1,44.03,41.95,18.72,3871.86,844.02,665.37,2887.4,1223.98,964.91,3768.76,0.7962,3552.77,4733.67
Lind,2009,Lind2009,low,conventional,30,1,high,none,WALWORTH,38,hard,,,,,52.3,412,,,,,59.95,0.4,1062.71,15.79,30.4,2,16.45,,,,12.5,259.6092757,269.053295,,5.153,52.35,32.23,20.63,5.153,52.35,32.23,20.63,3654.95,454.98,257.89,2812.15,537.21,304.5,2988.51,0.9075,3070.04,3293.01
Lind,2009,Lind2009,low,conventional,31,1,low,none,WALWORTH,61,hard,,,,,50,356,,,,,59.32,0.419354839,1058.72,15.9,29.8,0,15.85,,,,12.8,250.8398539,274.5866287,,5.057,45.94,31.82,21.77,5.057,45.94,31.82,21.77,3757.23,391.88,81.49,2773.96,460.96,95.85,2936.86,0.9684,2855.45,3032.71
Lind,2009,Lind2009,low,conventional,32,1,low,none,ALPOWA,62,soft,,,,,54.3,228,,,,,61.34,0.451612903,1450.91,21.07,37.6,26.08695652,12.86,,,,11.3,417.5353693,390.6807125,,4.11,35.59,22.75,18.99,4.11,35.59,22.75,18.99,3209.81,415.67,102.53,2296.29,670.07,165.27,3331.72,0.9527,2398.82,3496.99
Lind,2009,Lind2009,low,conventional,33,1,low,none,LOUISE,63,soft,,,,,55.3,224,,,,,60.96,0.470588235,1452.51,21.23,40.3,14.28571429,11.86,,,,9.6,334.734886,326.4750256,,5.006,36.69,25.98,16.86,5.006,36.69,25.98,16.86,3576.45,240.23,129.52,2247.89,387.69,209.02,3265.08,0.9398,2377.41,3474.1
Lind,2009,Lind2009,low,conventional,34,1,low,none,OTIS,64,hard,,,,,55.7,216,,,,,61.6,0.4,1189,17.2,36.9,6.382978723,14.14,,,,11.6,257.9140263,221.6564398,,6.305,38.82,30.54,16.61,6.305,38.82,30.54,16.61,3666.69,1442.33,379.32,2803.55,1905.36,501.09,3333.41,0.8693,3182.87,3834.5
Lind,2009,Lind2009,low,conventional,35,1,low,none,BlancaG,65,hard,,,,,41.3,212,,,,,60.58,0.483870968,785.92,11.56,34.6,30.6122449,12.78,,,,14.5,203.987694,189.8818726,,5.129,35.31,28.73,16.8,5.129,35.31,28.73,16.8,4816.2,612.97,193.89,2873.66,535.24,169.31,2258.48,0.9303,3067.55,2427.79
Lind,2009,Lind2009,low,conventional,36,1,low,myco,LOUISE,78,soft,,,,,57,252,,,,,61.47,0.510638298,1522.45,22.07,42,17.39130435,12.2,,,,9.9,386.0413989,417.1114049,,4.734,28.71,20.09,15.7,4.734,28.71,20.09,15.7,3494,521.95,135.81,2243.08,882.88,229.72,3414.97,0.937,2378.89,3644.69
Lind,2009,Lind2009,low,conventional,37,1,low,myco,BlancaG,76,hard,,,,,41.3,172,,,,,63,0.388888889,613.09,8.67,34.7,52.83018868,13.56,,,,14.5,180.4713729,121.2560733,,5.805,32.17,27.98,18.17,5.805,32.17,27.98,18.17,3953.87,401.56,449.19,2981.08,273.53,305.97,1827.66,0.8566,3430.27,2133.63
Lind,2009,Lind2009,low,conventional,38,1,low,myco,WALWORTH,80,hard,,,,,55,356,,,,,60.46,0.4,1311.37,19.33,29.6,12,15.94,,,,15.7,326.3747257,299.4290416,,5.687,34,25.75,18.51,5.687,34,25.75,18.51,4200.18,347.72,472.62,2655.35,506.62,688.6,3482.15,0.8349,3127.97,4170.75
Lind,2009,Lind2009,low,conventional,39,1,low,myco,ALPOWA,79,soft,,,,,53.7,292,,,,,61.09,0.444444444,1336.88,19.5,35.4,51.11111111,13.29,,,,11.3,386.8159398,407.7693543,,4.386,32.38,20,16.86,4.386,32.38,20,16.86,3638.25,706.23,120.72,2372.69,1048.98,179.31,3172,0.9465,2493.41,3351.31
Lind,2009,Lind2009,low,conventional,40,1,low,myco,OTIS,77,hard,,,,,54.7,344,,,,,61.47,0.452380952,1153.21,16.71,35.1,4.166666667,13.84,,,,11.3,269.7636017,261.0413975,,6.594,33.46,28.49,16.44,6.594,33.46,28.49,16.44,3703.52,624.47,153.08,2703.32,800.11,196.14,3117.49,0.9408,2856.4,3313.63
Lind,2009,Lind2009,low,conventional,41,2,high,none,LOUISE,15,soft,,,,,53,196,,,,,61.47,0.490196078,1557.44,22.57,39.5,,11.77,,,,9.3,324.1666772,364.5023982,,5.278,25.88,23.49,15.34,5.278,25.88,23.49,15.34,3873.64,771.22,196.68,2624.4,1334.51,340.33,4087.36,0.9231,2821.08,4427.69
Lind,2009,Lind2009,low,conventional,42,2,high,none,WALWORTH,14,hard,,,,,50.7,248,,,,,61.22,0.423076923,1201.32,17.48,28.4,25.92592593,16.07,,,,14.2,230.3517312,251.0573816,,5.962,33.38,27.21,18.9,5.962,33.38,27.21,18.9,3966.31,784.02,273.39,2998.24,1046.44,364.9,3601.83,0.908,3271.63,3966.73
